LEAID,ZIP,LAT,LON
1740920,61570,40.919563,-89.280932
1740980,61571,40.704362,-89.418477
1741010,61571,40.687789,-89.487498
1741040,61571,40.709722,-89.410325
1741070,62298,38.339122,-90.147609
1741190,60084,42.267422,-88.147309
1741250,60085,42.37687,-87.829594
1741280,62692,39.592432,-89.960291
1741360,62895,38.345275,-88.583323
1741520,60409,41.620411,-87.544818
1741550,60185,41.87072,-88.20058
1741580,62896,37.905723,-88.908543
1741600,62656,40.157159,-89.404876
1741690,60504,41.744483,-88.224168
1741700,60062,42.116323,-87.85751
1741750,62271,38.426893,-89.54783
1741790,60154,41.8562,-87.8719
1741820,60558,41.81299,-87.898424
1741980,60559,41.79213,-87.977604
1742060,61443,41.227704,-89.925167
1742180,60189,41.85681,-88.106611
1742210,60090,42.137746,-87.941922
1742240,62092,39.437452,-90.400692
1742300,62221,38.54057,-89.939948
1742310,61081,41.801951,-89.691619
1742450,61489,40.927455,-90.021711
1742480,62693,39.949118,-89.548662
1742510,62801,38.521138,-89.150288
1742570,60480,41.738253,-87.865037
1742600,60091,42.074503,-87.743015
1742630,60481,41.303376,-88.132
1742660,62694,39.626596,-90.460652
1742690,61957,39.442629,-88.602167
1742720,60190,41.868634,-88.159132
1742790,61088,42.271785,-89.237698
1742810,61072,42.43322,-89.078881
1742840,60093,42.1049,-87.7497
1742900,60096,42.485006,-87.836386
1742960,62226,38.554747,-89.995428
1742990,62998,37.487791,-89.424828
1743020,60191,41.971549,-87.978451
1743050,62095,38.862274,-90.088255
1743110,60031,42.37735,-87.960811
1743330,60098,42.35064,-88.426481
1743380,60482,41.688043,-87.779763
1743800,62999,37.934967,-89.059406
1743860,60099,42.443386,-87.850568
1743890,60099,42.456053,-87.866824
1743960,60560,41.659381,-88.445926
1743962,61546,40.414302,-89.781731
1743963,62221,38.511972,-89.929328
1800006,46204,39.76769,-86.165091
1800007,47441,39.034736,-87.165454
1800008,47465,39.035665,-87.047115
1800009,46176,39.511431,-85.788646
1800010,47394,40.169441,-84.972984
1800011,47150,38.353068,-85.80978
1800013,46806,41.039295,-85.105113
1800014,46219,39.769302,-86.052044
1800016,46032,39.962437,-86.137395
1800018,46225,39.727941,-86.148329
1800020,46135,39.640059,-86.854894
1800021,47708,37.973174,-87.569014
1800023,46240,39.893489,-86.143344
1800024,46205,39.835117,-86.13585
1800025,46406,41.601115,-87.383887
1800027,46403,41.596404,-87.248952
1800028,46218,39.81148,-86.129141
1800030,46814,41.039153,-85.284921
1800033,46203,39.746019,-86.140922
1800034,46135,39.647376,-86.815981
1800036,47454,38.548286,-86.476928
1800037,47711,37.979367,-87.541837
1800038,47306,40.196838,-85.412325
1800040,46545,41.672679,-86.129932
1800041,47306,40.196265,-85.410742
1800042,46235,39.822417,-85.973939
1800043,47882,39.119771,-87.55583
1800045,46205,39.829805,-86.114481
1800046,46202,39.789265,-86.157628
1800048,46312,41.628729,-87.454046
1800050,47546,38.371915,-86.902021
1800051,46203,39.743394,-86.088571
1800052,46406,41.598021,-87.392472
1800054,46312,41.642,-87.444125
1800057,46205,39.829777,-86.112431
1800058,46202,39.789037,-86.155436
1800060,46772,40.746147,-84.942832
1800061,46055,39.913763,-85.920828
1800064,46222,39.7738,-86.1918
1800065,46350,41.689957,-86.779456
1800067,46254,39.822475,-86.236995
1800070,47331,39.653168,-85.133783
1800071,46406,41.58916,-87.396927
1800072,46226,39.856955,-86.043148
1800077,46016,40.086738,-85.680354
1800078,46135,39.647376,-86.815981
1800079,47862,39.790841,-87.365597
1800080,47111,38.441536,-85.655827
1800082,46320,41.618095,-87.523552
1800083,47401,39.163037,-86.533295
1800086,46201,39.78701,-86.112871
1800088,46304,41.638615,-87.052374
1800090,47906,40.462302,-86.906469
1800093,46222,39.7738,-86.1918
1800094,46240,39.88988,-86.12095
1800098,46278,39.875879,-86.275272
1800099,47172,38.405494,-85.739502
1800101,46628,41.72774,-86.331751
1800102,46202,39.789265,-86.157628
1800105,46227,39.6888,-86.137971
1800107,46390,41.42661,-86.893641
1800108,46241,39.68811,-86.286721
1800110,46807,41.048475,-85.150497
1800113,46368,41.548566,-87.212927
1800116,46016,40.105208,-85.688631
1800118,47872,39.76792,-87.234151
1800120,46001,40.26292,-85.672991
1800122,46225,39.727941,-86.148329
1800123,47302,40.174217,-85.35449
1800124,46208,39.79971,-86.158511
1800129,47224,38.865926,-85.298218
1800130,46322,41.672679,-86.129932
1800131,46802,41.07559,-85.148891
1800133,47041,39.24573,-85.096781
1800134,47374,39.815243,-84.885722
1800135,46901,40.48508,-86.131811
1800137,46224,39.82275,-86.262214
1800138,46224,39.817569,-86.264009
1800140,46268,39.920095,-86.220979
1800142,47904,40.42324,-86.875601
1800145,46208,39.830664,-86.115978
1800146,46202,39.790731,-86.190549
1800147,46218,39.81148,-86.129141
1800148,46226,39.823679,-86.016019
1800149,46225,39.727941,-86.148329
1800150,46011,40.1256,-85.6979
1800159,46227,39.703861,-86.152604
1800161,46628,41.68699,-86.296961
1800163,46060,40.04839,-86.002991
1800164,46628,41.72774,-86.331751
1800165,47848,39.074371,-87.270515
1800168,46155,39.742015,-85.429294
1800169,46628,41.68104,-86.288069
1800170,46202,39.7945,-86.184301
1800171,46408,41.55698,-87.369451
1800172,46220,39.85005,-86.126061
1800175,46176,39.525653,-85.777382
1800176,47429,39.229805,-86.6213
1800177,46224,39.819123,-86.121147
1800178,46410,41.511898,-87.34511
1800179,46226,39.856955,-86.043148
1800180,46501,41.241437,-86.250678
1800181,46226,39.830414,-86.028552
1800182,47129,38.31299,-85.762211
1800183,46201,39.768087,-86.111924
1800184,46205,39.829777,-86.112431
1800185,46323,41.586907,-87.445526
1800187,46208,39.810015,-86.193143
1800188,46235,39.83625,-85.992503
1800189,47564,38.444054,-87.092524
1800190,46208,39.80348,-86.179307
1800191,46278,39.875879,-86.275272
1800192,46202,39.768765,-86.136934
1800193,46222,39.768797,-86.202164
1800194,46222,39.784077,-86.195861
1800195,46202,39.789265,-86.157628
1800196,46202,39.7774,-86.136751
1800197,47305,40.191771,-85.397876
1800198,46160,39.962466,-86.115301
1800199,46250,39.918803,-86.070238
1800200,46408,41.549771,-87.395232
1800202,46203,39.744248,-86.11711
1800203,46806,41.039295,-85.105113
1800204,46226,39.819633,-86.042171
1800205,46250,39.908391,-86.054051
1800206,46218,39.798199,-86.13026
1800207,46203,39.748294,-86.127906
1800208,46203,39.768087,-86.111924
1800209,47403,39.146331,-86.579158
1800210,47918,40.278052,-87.251085
1800211,46220,39.868587,-86.134924
1800212,47172,38.467635,-85.944965
1800213,47172,38.409102,-85.756069
1800214,46601,41.668294,-86.253794
1800215,46235,39.83625,-85.992503
1800216,46203,39.72386,-86.135761
1800217,46227,39.708976,-86.140813
1800218,46236,39.828498,-86.001704
1800219,46226,39.830671,-86.105901
1800220,46222,39.776271,-86.221265
1800221,46218,39.814007,-86.093333
1800222,46235,39.83625,-85.992503
1800223,46208,39.80374,-86.161801
1800224,46218,39.812435,-86.069918
1800225,46205,39.819187,-86.149157
1800226,46202,39.7774,-86.136751
1800227,46226,39.836416,-86.011032
1800228,46226,39.831138,-86.103693
1800229,47421,38.864428,-86.594025
1800230,46226,39.864756,-86.038791
1800231,46202,39.789037,-86.155436
1800232,46516,41.685046,-85.959028
1800240,47001,39.063206,-84.932429
1800270,46123,39.76153,-86.395191
1800330,47558,38.6653,-87.0444
1800360,47201,39.21105,-85.904621
1800390,47006,39.312049,-85.235832
1800420,46517,41.6355,-86.025
1800450,46107,39.712759,-86.076666
1800480,47944,40.6148,-87.3148
1800570,47348,40.421034,-85.382816
1800600,47424,39.024524,-86.945493
1800630,47401,39.144938,-86.530578
1800660,47361,40.0036,-85.385
1800690,47166,38.32188,-86.147791
1800720,46714,40.721447,-85.159138
1800750,46341,41.316001,-87.198468
1800840,47834,39.51341,-87.125781
1800900,46506,41.44284,-86.151961
1800960,47448,39.2065,-86.2439
1801020,46112,39.838463,-86.389665
1801050,47220,38.8783,-86.049
1801060,46148,39.793588,-85.54072
1801170,47520,37.910295,-86.743796
1801200,46033,39.977838,-86.081134
1801230,47260,38.8248,-86.1701
1801290,46929,40.54773,-86.515021
1801410,46931,40.911779,-86.282801
1801440,46143,39.57819,-86.190871
1801470,46143,39.589631,-86.099585
1801560,47330,39.81446,-84.997701
1801590,46793,41.409763,-85.036739
1801710,46701,41.39544,-85.422221
1801740,47551,38.111737,-86.60488
1801770,47394,40.1726,-84.9797
1801890,46184,39.5507,-86.08
1801920,47129,38.301101,-85.766383
1802040,46901,40.5206,-86.1279
1802130,46057,40.297069,-86.391656
1802160,46041,40.25069,-86.591784
1802190,46382,41.465592,-86.81627
1802220,46120,39.51027,-86.787608
1802280,46725,41.15818,-85.493511
1802400,46517,41.6365,-85.9274
1802420,47807,39.46443,-87.39716
1802430,47932,40.14415,-87.395001
1802440,47140,38.3218,-86.3542
1802460,47933,40.0454,-86.8889
1802490,46307,41.4203,-87.3631
1802520,46511,41.222921,-86.423817
1802550,46122,39.75895,-86.541781
1802580,47501,38.656753,-87.176047
1802610,47240,39.35753,-85.469591
1802640,46221,39.6879,-86.2782
1802660,47303,40.27918,-85.348889
1802700,46923,40.57621,-86.665631
1802800,46304,41.609063,-87.059322
1802830,46077,39.960956,-86.27076
1802850,46774,41.0669,-85.011641
1802880,46312,41.63278,-87.453261
1802910,46405,41.572643,-87.244824
1802940,47660,38.331,-87.3511
1802970,46755,41.4414,-85.266281
1803000,47165,38.514695,-86.002001
1803030,46953,40.54818,-85.505921
1803060,46721,41.4315,-84.869
1803090,47424,39.04363,-86.744401
1803120,46117,39.82374,-85.609671
1803150,46936,40.477629,-85.968795
1803180,47390,40.20486,-84.815351
1803210,46176,39.5615,-85.6693
1803240,46124,39.35369,-85.970051
1803270,46514,41.69585,-86.017011
1803300,46036,40.292055,-85.84277
1803330,46125,39.52436,-86.642464
1803450,47713,37.97243,-87.563771
1803480,46528,41.51985,-85.769101
1803510,47331,39.6348,-85.164
1803570,47246,39.2935,-85.7714
1803630,46802,41.074384,-85.137818
1803660,46041,40.279752,-86.480646
1803690,46131,39.49038,-86.063411
1803700,47012,39.425758,-85.01007
1803720,47136,38.239163,-85.989548
1803750,46259,39.67907,-86.018281
1803780,46737,41.7312,-84.949071
1803810,47929,40.66226,-86.868431
1803840,46738,41.3445,-85.1263
1803870,46406,41.593932,-87.408242
1803930,46526,41.58027,-85.826021
1803940,47130,38.3374,-85.679581
1803960,47546,38.400658,-86.951484
1803990,46135,39.64023,-86.840391
1804050,46140,39.7862,-85.7697
1804080,47240,39.35285,-85.502451
1804110,46142,39.60561,-86.116071
1804140,46157,39.57703,-86.479671
1804170,46319,41.533056,-87.435515
1804230,46742,41.522281,-84.920799
1804260,46030,40.17603,-86.026791
1804320,46320,41.611599,-87.524287
1804350,46303,41.3773,-87.4501
1804470,46979,40.437206,-86.243679
1804500,47342,40.2819,-85.5008
1804560,46322,41.54669,-87.461241
1804590,46342,41.527529,-87.258326
1804620,46342,41.55843,-87.275051
1804710,46792,40.696161,-85.428496
1804770,46204,39.777329,-86.154602
1804800,47037,39.13572,-85.293851
1804980,47371,40.43277,-85.005841
1805190,47265,39.0041,-85.6284
1805240,46131,39.521262,-86.073545
1805280,46392,41.18824,-87.149751
1805340,46534,41.28637,-86.624911
1805370,46904,40.468878,-86.1327
1805400,47904,40.420262,-86.871837
1805450,46373,41.46857,-87.471141
1805460,46408,41.548791,-87.412375
1805520,46761,41.65257,-85.409874
1805550,46567,41.41436,-85.749551
1805580,46350,41.589005,-86.718599
1805670,46236,39.877418,-85.97163
1805700,47025,39.09837,-84.854571
1805790,46052,40.061596,-86.46191
1805880,47383,40.193833,-85.264095
1805910,47441,39.041315,-87.164698
1806030,46947,40.756279,-86.329565
1806060,47553,38.677986,-86.921344
1806080,47993,40.28723,-87.293731
1806090,46914,40.65177,-86.060551
1806100,47250,38.739744,-85.383473
1806120,47250,38.7725,-85.406
1806240,46928,40.384406,-85.673389
1806270,46962,41.0079,-85.7743
1806390,46953,40.53881,-85.668787
1806480,46069,40.146971,-86.216739
1806510,46151,39.42561,-86.423982
1806570,46360,41.70713,-86.868301
1806600,46540,41.6692,-85.7252
1806630,47031,39.12057,-85.125021
1806660,46118,39.66463,-86.559671
1806840,46544,41.6494,-86.178631
1806870,46933,40.486709,-85.607736
1806900,47446,38.7347,-86.4756
1807020,47302,40.107651,-85.392567
1807080,47368,40.1923,-85.166
1807110,46996,41.04666,-86.598031
1807140,46158,39.617008,-86.379932
1807230,47396,40.17208,-85.493291
1807260,46040,39.902383,-85.839252
1807290,47620,37.92903,-87.906781
1807320,47303,40.215894,-85.364629
1807350,46321,41.55825,-87.501589
1807380,47346,39.91225,-85.158411
1807410,47150,38.31779,-85.822401
1807440,47362,39.9247,-85.3815
1807470,46391,41.542117,-86.894603
1807560,46552,41.683111,-86.563958
1807620,46181,39.409725,-86.158623
1807650,46062,40.049557,-86.029136
1807680,46733,40.837025,-84.912741
1807710,47529,38.847419,-87.061919
1807770,47670,38.367133,-87.580901
1807800,46366,41.21095,-86.786121
1807830,47512,38.8365,-87.3157
1807860,47421,38.875238,-86.499834
1807890,46926,40.8952,-86.0676
1807900,47933,40.12362,-86.913131
1807920,47963,40.9439,-87.4519
1807950,47633,38.17251,-87.784911
1807980,46105,39.763336,-86.81226
1808010,47552,38.119595,-86.984965
1808040,46068,40.373099,-86.051536
1808070,47928,39.966972,-87.452011
1808100,46149,39.885424,-86.546518
1808120,47527,38.4453,-86.8058
1808130,47959,40.86873,-86.874851
1808160,47855,39.183742,-87.395781
1808190,47341,39.95541,-84.920481
1808220,46777,40.882768,-85.16586
1808250,46845,41.2048,-85.1331
1808280,47356,40.0064,-85.528
1808310,46126,39.6104,-85.8736
1808320,46307,41.441258,-87.360508
1808340,46919,40.573296,-85.825413
1808460,46532,41.38869,-86.551391
1808490,47452,38.6689,-86.4557
1808640,47454,38.550426,-86.477041
1808760,46545,41.68171,-86.107851
1808820,46227,39.67146,-86.135861
1808850,46970,40.75203,-86.069561
1808900,47567,38.49212,-87.275831
1808910,46268,39.8795,-86.2598
1808940,46978,40.86173,-86.495781
1808970,46168,39.694248,-86.395606
1809000,46347,41.3138,-87.018261
1809060,46563,41.34721,-86.303291
1809120,46574,41.45653,-86.478901
1809130,46385,41.500855,-87.069557
1809150,46368,41.55252,-87.170721
1809180,46385,41.398667,-87.162021
1809300,46761,41.636867,-85.200763
1809360,47946,41.02842,-86.890421
1809420,47978,40.93861,-87.140606
1809480,47429,39.234886,-86.634047
1809510,47374,39.8245,-84.902061
1809600,47040,38.950614,-84.858965
1809630,46975,41.05542,-86.225021
1809690,46410,41.49789,-87.328711
1809720,46065,40.414506,-86.598053
1809750,46173,39.61512,-85.449031
1809810,47167,38.609861,-86.10637
1809840,47334,40.11996,-85.555161
1809990,47102,38.73973,-85.802402
1810020,47170,38.685073,-85.766539
1810080,47274,38.9392,-85.890731
1810110,47438,39.159361,-87.212846
1810140,46176,39.51103,-85.788671
1810170,47581,38.666,-86.777591
1810230,46723,41.23153,-85.322531
1810260,46711,40.64715,-84.959851
1810290,46601,41.67453,-86.249093
1810310,47454,38.548286,-86.476928
1810350,47648,38.237724,-87.631742
1810360,47112,38.202,-86.119791
1810380,47387,39.83272,-85.350879
1810410,47591,38.63499,-87.421111
1810440,46064,40.000819,-85.764012
1810450,47933,39.95057,-86.905371
1810470,47951,40.80579,-87.383351
1810500,46135,39.60276,-86.832431
1810530,47042,39.07141,-85.252711
1810560,47635,37.8803,-87.0513
1810590,47842,39.68824,-87.414701
1810620,47987,40.106621,-87.224834
1810640,47532,38.2276,-86.859
1810650,46038,39.98474,-85.994931
1810660,47042,39.069946,-85.266035
1810680,46994,40.66032,-86.242281
1810710,46163,39.7158,-85.8952
1810740,47355,40.05233,-84.945031
1810770,46781,40.608315,-85.279949
1810800,47243,38.70767,-85.472381
1810830,46176,39.440924,-85.845187
1810860,47882,39.112264,-87.413995
1810870,47542,38.2917,-86.9537
1810900,47862,39.69808,-87.324701
1810920,46224,39.80037,-86.255701
1810950,47460,39.29093,-86.759564
1810980,47432,38.54896,-86.616841
1811100,46703,41.63192,-84.998131
1811190,47012,39.279246,-84.973944
1811220,47043,38.73999,-85.083391
1811250,46902,40.434915,-86.054696
1811260,47586,37.953357,-86.758273
1811340,47909,40.39208,-86.904031
1811370,46910,41.1101,-86.040431
1811400,46072,40.270779,-86.040127
1811430,47995,40.75907,-87.042361
1811460,46356,41.270481,-87.430956
1811490,46504,41.30016,-86.109401
1811580,47960,40.7379,-86.761391
1811600,47591,38.67974,-87.531044
1811610,47353,39.63371,-84.921711
1811700,46385,41.478822,-87.180071
1811730,47358,40.048,-85.1357
1811910,46536,41.477556,-86.304839
1811930,46992,40.823204,-85.829326
1811970,46385,41.502226,-87.067101
1812060,47229,38.796361,-85.835998
1812090,47807,39.46677,-87.407711
1812120,47591,38.650757,-87.495678
1812150,46992,40.8077,-85.8354
1812180,46992,40.8273,-85.8489
1812240,46550,41.453224,-86.002168
1812360,46219,39.78155,-86.008651
1812390,47601,38.052029,-87.271119
1812420,46580,41.2254,-85.8619
1812450,47501,38.6561,-87.1723
1812720,46240,39.91029,-86.123121
1812810,46241,39.749706,-86.270493
1812870,47906,40.437128,-86.905476
1812880,46011,40.1491,-85.8229
1812900,46767,41.42585,-85.580491
1812930,47108,38.582703,-86.233476
1812990,46071,40.05741,-86.618851
1813050,47370,39.814659,-85.137437
1813080,46074,40.049595,-86.13727
1813110,46571,41.6177,-85.5408
1813200,46394,41.6819,-87.4921
1813230,46764,41.17101,-85.631432
1900006,52175,42.968526,-91.800932
1900009,50054,41.685164,-93.246239
1900015,51249,43.405352,-95.735529
1900021,51351,43.321563,-95.153342
1900022,50651,42.314456,-92.198704
1900023,50585,42.874178,-95.149297
1900024,50579,42.392608,-94.645338
1900025,50216,41.692589,-94.375142
1900026,51046,42.977473,-95.689645
1900027,51525,41.238155,-95.418992
1900028,50543,42.281803,-94.28907
1900031,50510,42.783082,-94.950444
1900032,50006,42.517733,-93.372281
1900040,50106,41.880388,-92.790528
1900060,50632,42.106627,-92.824166
1903060,50601,42.549634,-93.048706
1903090,50002,41.520409,-94.583675
1903150,50003,41.61868,-94.022136
1903220,51001,42.83251,-96.549247
1903270,52531,41.026486,-92.800402
1903300,52202,42.150256,-91.619708
1903360,50511,43.063796,-94.222756
1903390,52172,43.27264,-91.491072
1903450,50602,42.755024,-92.801067
1903480,51002,42.66993,-95.304751
1903540,50010,42.04704,-93.636961
1903570,52205,42.106078,-91.287481
1903630,52030,42.152691,-90.590717
1903690,50023,41.7295,-93.6033
1903750,50665,42.572959,-92.778712
1903780,51467,42.075206,-95.101263
1903850,50514,43.398761,-94.479175
1903930,50022,41.3993,-95.006319
1903960,50025,41.71254,-94.921665
1904080,51521,41.46948,-95.341794
1904200,50124,41.897731,-93.607134
1904380,50028,41.826759,-93.149005
1904440,50621,42.225769,-92.866514
1904560,50833,40.671028,-94.723194
1904620,52208,41.890716,-92.276393
1904650,52031,42.2544,-90.4439
1904680,50421,42.84616,-93.613981
1904740,52721,41.740891,-90.976756
1904830,52346,42.01021,-92.086471
1904860,52722,41.55629,-90.497764
1904950,52553,41.156552,-92.636413
1905070,50035,41.698742,-93.464989
1905130,50036,42.062118,-93.887496
1905190,51239,43.189112,-96.136697
1905430,50423,43.092089,-93.8135
1905490,52211,41.738385,-92.44721
1905750,50424,43.388863,-93.948149
1905790,52601,40.799224,-91.116744
1905940,50020,41.452154,-94.773162
1905970,50452,42.751739,-93.369085
1906000,52777,41.837213,-90.838936
1906060,52730,41.785038,-90.258402
1906240,52554,40.96112,-92.237595
1906270,50047,41.497544,-93.489315
1906330,51401,42.071079,-94.865557
1906510,50613,42.537186,-92.45768
1906540,52405,42.003293,-91.71042
1906660,52345,42.225565,-91.874036
1906750,52544,40.73861,-92.874833
1906780,52214,42.208877,-91.52593
1906810,52742,41.823252,-90.528168
1906840,52043,42.856701,-91.407579
1906900,50144,40.74797,-93.74064
1906930,52625,40.576279,-91.515129
1906960,51246,43.420579,-96.169117
1907050,50049,41.00658,-93.291571
1907080,50616,43.067872,-92.671002
1907110,51439,42.065704,-95.590777
1907170,51012,42.75654,-95.556021
1907350,51632,40.742887,-95.033068
1907380,50525,42.7314,-93.731801
1907410,50213,41.044935,-93.772085
1907440,50619,42.786918,-92.665542
1907470,51357,43.062231,-95.286058
1907590,52322,41.739543,-91.78513
1907620,50428,43.139831,-93.368975
1907710,52732,41.85782,-90.220206
1907860,52404,41.902421,-91.668702
1907900,50161,41.890615,-93.397327
1907920,50056,42.010486,-93.317199
1907980,52738,41.26905,-91.367475
1908070,50058,41.878151,-94.681496
1908130,50841,40.990754,-94.740052
1908220,51503,41.26234,-95.847951
1908310,50801,41.06662,-94.363457
1908520,50111,41.689143,-93.819581
1908550,52623,40.860391,-91.316021
1908580,52803,41.537167,-90.576714
1908610,52537,40.744166,-92.413751
1908730,52101,43.29989,-91.787081
1908880,52037,42.002514,-90.605224
1908910,51442,42.027526,-95.348967
1908940,50622,42.671597,-92.337103
1908970,50321,41.567823,-93.645879
1909060,50845,40.807922,-94.344423
1909120,50624,42.466923,-92.627043
1909480,52001,42.51151,-90.703781
1909540,50626,42.567256,-92.159942
1909570,51529,41.853782,-95.594589
1909600,52747,41.604002,-90.912985
1909990,50533,42.667035,-93.905058
1910050,50072,41.495753,-94.12362
1910110,50682,42.475854,-91.737321
1910130,52069,42.047375,-90.398235
1910340,51016,42.480129,-95.779451
1910350,50830,41.024802,-94.179783
1910410,52151,43.360336,-91.222044
1910500,52042,42.644887,-91.4052
1910690,50627,42.36093,-93.096231
1910950,50536,43.117707,-94.693004
1910980,52316,41.51334,-92.079948
1911040,51638,40.829721,-95.309002
1911070,51334,43.39341,-94.817561
1911250,51531,41.590862,-95.05701
1911340,52556,41.00324,-91.983461
1911790,50436,43.26267,-93.638051
1911820,50501,42.50792,-94.162481
1911850,52627,40.625875,-91.332536
1912120,51653,40.885092,-95.669159
1912230,51025,42.487426,-95.537045
1912330,50438,43.089397,-93.608945
1912480,51237,43.340203,-95.994735
1912510,50105,42.107207,-93.641672
1912600,50541,42.726756,-94.439236
1912660,50669,42.320003,-92.598739
1912690,51534,41.039443,-95.737489
1912750,51443,42.061431,-94.728074
1912810,51342,43.236565,-94.755057
1913110,50849,41.312017,-94.464707
1913200,50112,41.74415,-92.72446
1913230,51535,41.239675,-95.135215
1913290,50638,42.355724,-92.779507
1913320,50115,41.670885,-94.495221
1913350,52052,41.698742,-93.464989
1913380,52347,41.729622,-92.295517
1913440,51640,40.616684,-95.652462
1913470,50441,42.75148,-93.198441
1913500,51537,41.657867,-95.338103
1913660,51346,43.185921,-95.484628
1914010,52327,41.408316,-91.541801
1914160,51024,42.625326,-96.296438
1914280,52136,43.374743,-92.103061
1914310,50122,42.303906,-93.297725
1914340,50643,42.400942,-92.453323
1914370,50529,42.721845,-94.203697
1914580,50644,42.467471,-91.908187
1914640,50125,41.358441,-93.544799
1914670,50257,41.210678,-93.842807
1914700,52245,41.67918,-91.509642
1914730,50126,42.529326,-93.265866
1914850,52301,41.799039,-92.066632
1914880,51455,41.903994,-95.056328
1915180,50647,42.649899,-92.458663
1915210,50129,42.001906,-94.37553
1915330,50648,42.480383,-92.064688
1915450,50131,41.672277,-93.708007
1915630,52632,40.411126,-91.390428
1915660,52248,41.36969,-91.952597
1915750,51028,42.586205,-95.97966
1915840,50138,41.319279,-93.101439
1916110,50450,43.415161,-93.531576
1916140,51347,43.445793,-95.3227
1916320,50140,40.624946,-93.936286
1916420,50554,42.85268,-94.850979
1916440,51030,42.476211,-96.174898
1916530,51031,42.781057,-96.180497
1916620,50851,40.876441,-94.556797
1916680,51503,41.218683,-95.814377
1917100,52337,41.89523,-91.151021
1917220,52302,42.05127,-91.598711
1917250,52253,41.918655,-91.388729
1917460,51546,41.655784,-95.788269
1917550,52755,41.484506,-91.426348
1917820,52754,41.306292,-91.203478
1917880,50560,42.912516,-94.085484
1918030,50251,41.581846,-92.842229
1918120,52159,43.046603,-91.392042
1918180,50156,41.877882,-93.822635
1918240,51540,41.032271,-95.464027
1918330,50563,42.530111,-94.534549
1918480,51034,42.161039,-95.789134
1918510,52060,42.060967,-90.673456
1918540,52223,42.426225,-91.329306
1918630,51035,42.818667,-95.803637
1918690,52302,42.02299,-91.592761
1918720,50158,42.036386,-92.907291
1918750,50160,41.375189,-93.738831
1918780,50401,43.136686,-93.197878
1918840,51041,42.998052,-96.048341
1918930,52637,41.014223,-91.161036
1918960,50163,41.221602,-93.241431
1919140,52356,41.467765,-91.823135
1919200,52362,42.060963,-91.006766
1919440,51555,41.55991,-95.894591
1919590,50171,41.590303,-92.52503
1919650,52310,42.230363,-91.177671
1919710,52571,40.8958,-92.818482
1919740,50123,40.855203,-93.500136
1919770,52640,41.095377,-91.249682
1919800,52572,40.688925,-92.674138
1919860,50854,40.71689,-94.227517
1919890,52641,40.963286,-91.538117
1920040,52314,41.920262,-91.427645
1920100,50174,41.039155,-93.954147
1920130,52761,41.44257,-91.067851
1920190,50658,42.949311,-92.540553
1920250,50201,42.019669,-93.439438
1920340,50659,43.058768,-92.328953
1920460,52645,40.925158,-91.401006
1920580,50568,42.605499,-94.997898
1920610,50208,41.700003,-93.070077
1920760,50456,43.286083,-93.195964
1920820,52344,42.291253,-91.661129
1920830,50590,43.383952,-94.312862
1920850,50207,41.459717,-92.64778
1920910,50007,41.81571,-93.613745
1920940,52748,41.6526,-90.5808
1921000,50675,42.188461,-92.466658
1921090,52750,41.968721,-90.376257
1921210,50459,43.44546,-93.216121
1921240,50211,41.46727,-93.684611
1921600,51445,42.335534,-95.46294
1921630,50662,42.674411,-91.902375
1921660,50212,42.033026,-94.036518
1921720,52320,41.993602,-91.139603
1921810,50858,41.200805,-94.413687
1921840,50461,43.277718,-92.808918
1921870,52577,41.308895,-92.639388
1922110,52501,41.025622,-92.39407
1922380,50050,42.159741,-94.476302
1922440,52580,41.15485,-92.160838
1922470,50219,41.400554,-92.901039
1922530,50220,41.83876,-94.106331
1923110,52722,41.550413,-90.467455
1923160,50225,41.387826,-93.273057
1923190,50574,42.731875,-94.67195
1923340,52162,43.082382,-91.573414
1924000,51566,40.99966,-95.23223
1924120,51050,42.809104,-95.965452
1924150,50466,43.355091,-92.552944
1924660,51247,43.208897,-96.287175
1924870,50248,42.188505,-93.588788
1924960,50468,43.051257,-92.932975
1925050,51358,43.13172,-94.902159
1925200,50472,43.37428,-92.917017
1925320,50313,41.665428,-93.601555
1925380,51053,42.497611,-95.297139
1925410,51461,42.164021,-95.428394
1925590,51054,42.397496,-96.356756
1925620,52590,40.681133,-93.115887
1925920,50469,42.98344,-93.19168
1925980,51201,43.184174,-95.835027
1926070,51601,40.756866,-95.369097
1926250,51652,40.742461,-95.660456
1926280,52591,41.329384,-92.193245
1926370,51250,43.087138,-96.166977
1926400,51101,42.494942,-96.402659
1926580,52333,41.805378,-91.495745
1926640,50130,42.301927,-93.646038
1926670,51637,40.62117,-95.119844
1926730,52339,41.975832,-92.581234
1926790,52132,43.180945,-91.867107
1926820,50009,41.644499,-93.460109
1926850,50145,41.205546,-93.496523
1926910,51301,43.14393,-95.143701
1927000,51360,43.416384,-95.101314
1927060,52336,42.055513,-91.445102
1927240,51573,40.984612,-95.100782
1927270,50606,42.688845,-91.648188
1927390,50588,42.64203,-95.200311
1927480,50249,42.273302,-93.92614
1927500,50250,41.504691,-94.301543
1927600,50674,42.853242,-92.107436
1927870,52772,41.771092,-91.123566
1927960,51575,41.231601,-95.607947
1927990,51559,41.504743,-95.594969
1928020,50255,41.45288,-92.335024
1928050,50676,42.801009,-92.260488
1928110,52171,43.110262,-92.035344
